Site,Date,State,County,PlantKingdom,PlantPhylum,PlantClass,PlantOrder,PlantFamily,PlantGenus,PlantGenusSpecies,Order,MiscGroup,Family,SubFamily,Tribe,Genus,Species,SubSpecies
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,rubicundus,Halictus rubicundus
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine penduliflora,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,rubicundus,Halictus rubicundus
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine penduliflora,Diptera,,Syrphidae,,,,,Syrphidae
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,"	Syrphidae",,"	Bacchini",Platycheirus,quadratus,Platycheirus quadratus
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,MS1,Sphaerophoria MS1
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,marginatus,Toxomerus marginatus
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,Toxomerus
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris,Microseris laciniata,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,,Toxomerus
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,,,,,,Diptera
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,,,,,,Diptera
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine penduliflora,Hymenoptera,,Ichneumonidae,,,,,Ichneumonidae
Fisher Butte,17-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine penduliflora,,,,,,,,
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,Micranthes integrifolia,Coleoptera,,Chrysomelidae,Galerucinae,Luperini,Diabrotica,undecimpunctata,Diabrotica undecimpunctata
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,Micranthes integrifolia,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,rubicundus,Halictus rubicundus
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,olympiae,Lasioglossum olympiae
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,olympiae,Lasioglossum olympiae
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Scathophagidae,,,,,Scathophagidae
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Scathophagidae,,,,,Scathophagidae
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,Scathophagidae,,,,,Scathophagidae
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,,Eristalini,Helophilus,latifrons,Helophilus latifrons
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,,,,,Syrphidae
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus alismifolius,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium bradshawii,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,Micranthes integrifolia,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,Micranthes integrifolia,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,20-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine penduliflora,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS20,Andrena MS 20
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS25,Andrena MS 25
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS26,Andrena MS 26
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,mixtus,Bombus mixtus
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,mixtus,Bombus mixtus
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea campestris,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium dissectum,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,,Bombylius
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Diptera,,Bombyliidae,,,,,Bombyliidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,Diptera,,Scathophagidae,,,,,Scathophagidae
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,,Eristalis
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,,,,,,Diptera
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Diptera,,,,,,,Diptera
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium dissectum,Hymenoptera,,,,,,,Hymenoptera
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,,,,,,Anthophila
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bicolor,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,Castilleja levisecta,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acmispon,Acmispon parviflorus,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago lupina,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,,,,,,,,
Jefferson Farm,28-Apr-20,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,,,,,,,,
Oxbow West,30-Apr-20,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Oxbow West,30-Apr-20,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,Castilleja tenuis,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
